,Athlete_Name,Opponent_Name,W/L
7600,Nicollas Renier ,Baret Yoshida ,1
7601,Nikki Sullivan ,Catherine Perret ,1
7602,Nikki Sullivan ,Chelsah Lyons ,1
7603,Nikki Sullivan ,Danielle Kelly,1
7604,Nikki Sullivan ,Elizabeth Mitrović ,1
7605,Nikki Sullivan ,Erin Johnosn ,1
7606,Nikki Sullivan ,Fiona Watson ,1
7607,Nikki Sullivan ,Hannah Sharp ,1
7608,Nikki Sullivan ,Jasmine Rocha ,1
7609,Nikki Sullivan ,Jena Bishop ,1
7610,Nikki Sullivan ,Kristin Mikkelson ,2
7611,Nikki Sullivan ,Lila Smadja ,1
7612,Nikki Sullivan ,Rossie Snow ,1
7613,Nikoll Domgjoni ,Jason Hayden ,1
7614,Nino Moreira ,André Luiz Cantanhede ,1
7615,Nisar Loynab ,Alec Baulding ,1
7616,Nisar Loynab ,Daniel Hampton ,1
7617,Nisar Loynab ,Gabriel Almeida,1
7618,Nisar Loynab ,Jeremy Jackson ,2
7619,Nisar Loynab ,Nicholas Greene ,1
7620,Nisar Loynab ,Nick Greene ,1
7621,Nisar Loynab ,Renato Tagliari ,1
7622,Nisar Loynab ,Saul Viayra ,1
7623,Nobushiro Sawada ,Alexis Alduncin ,1
7624,Nobushiro Sawada ,Andrea Verdemare ,1
7625,Nobushiro Sawada ,Masaaki Todokoro ,1
7626,Nobushiro Sawada ,Suraj Budhram ,1
7627,Oliver Lovell ,Bradley Hill ,1
7628,Oliver Lovell ,Bruno Borges ,1
7629,Oliver Lovell ,Darragh O Conaill ,1
7630,Oliver Lovell ,Guilherme Rocha ,1
7631,Oliver Lovell ,Jacob Mackenzie ,1
7632,Oliver Lovell ,Levi Jones-Leary,1
7633,Oliver Lovell ,Youngam Noh ,1
7634,Oliver Taza,Adrian Nez ,1
7635,Oliver Taza,Alan Sanchez ,1
7636,Oliver Taza,Andre Porfirio ,1
7637,Oliver Taza,Arnaldo Maidana ,1
7638,Oliver Taza,Austin Oranday ,2
7639,Oliver Taza,Benji Silva ,1
7640,Oliver Taza,Bradley Hill ,1
7641,Oliver Taza,Carsten Carlsen ,2
7642,Oliver Taza,Charles Gardner ,1
7643,Oliver Taza,Charles McGuire ,1
7644,Oliver Taza,Clay Mayfield ,2
7645,Oliver Taza,Cole Franson,1
7646,Oliver Taza,Darragh O Conaill ,1
7647,Oliver Taza,David Garmo,2
7648,Oliver Taza,Diego Ramalho ,1
7649,Oliver Taza,Estevan Martinez ,2
7650,Oliver Taza,Ethan Crelinsten,1
7651,Oliver Taza,Francisco Cueno ,1
7652,Oliver Taza,Francisco Cuneo ,2
7653,Oliver Taza,Gabriel Almeida,1
7654,Oliver Taza,Gabriel Castro ,1
7655,Oliver Taza,Helton Jose ,2
7656,Oliver Taza,Hunter Newton ,1
7657,Oliver Taza,Jack Grant ,1
7658,Oliver Taza,Jaime Canuto ,1
7659,Oliver Taza,James Lynch ,1
7660,Oliver Taza,Jay Rodriguez ,1
7661,Oliver Taza,John Combs,1
7662,Oliver Taza,Johnatha Alves,1
7663,Oliver Taza,Johnny Tama,1
7664,Oliver Taza,Joshua Bacallao ,2
7665,Oliver Taza,Kyle Myers ,1
7666,Oliver Taza,Lachlan Giles,1
7667,Oliver Taza,Matthew Tesla ,1
7668,Oliver Taza,Nick Manela ,1
7669,Oliver Taza,Nick Ronan ,2
7670,Oliver Taza,Nikoll Domgjoni ,1
7671,Oliver Taza,PJ Barch,1
7672,Oliver Taza,Pedro Bessa ,1
7673,Oliver Taza,Pedro Rocha ,1
7674,Oliver Taza,Rehan Mutalib ,1
7675,Oliver Taza,Richie Martinez ,1
7676,Oliver Taza,Rodrigo Gortari Barbosa ,1
7677,Oliver Taza,Ross Nicholls ,2
7678,Oliver Taza,Saul Viayra ,1
7679,Oliver Taza,Sebastian Rodriguez ,1
7680,Oliver Taza,Sergio Ardila ,1
7681,Oliver Taza,Shane Fishman ,1
7682,Oliver Taza,Valdir Araujo ,1
7683,Omar Sabha ,Nick Greene ,1
7684,Orlando Castillo ,Emilio Hernandez ,2
7685,Orlando Castillo ,Ricky Semiglia ,1
7686,Orlando Castillo ,Thiago Brito ,1
7687,Orlando Sanchez ,Dean Lister ,1
7688,Orlando Sanchez ,Hideki Sekine ,1
7689,Orlando Sanchez ,James Puopolo,1
7690,Orlando Sanchez ,Janne-Pekka Pietiläinen ,1
7691,Orlando Sanchez ,Jared Dopp ,2
7692,Orlando Sanchez ,Leandro Lo,1
7693,Orlando Sanchez ,Tom DeBlass ,1
7694,Orlando Sanchez ,Vinny Magalhaes,1
7695,Oscar Hipp ,Nate Howe ,1
7696,Otavio Nalati ,Carlos Farias ,1
7697,Otavio Nalati ,Charles McGuire ,1
7698,Otavio Nalati ,Dimitrius Souza ,1
7699,Otavio Nalati ,Felipe Silva ,1
7700,Otavio Nalati ,Fellipe Trovo,1
7701,Otavio Nalati ,Patrick Gaudio ,1
7702,Otavio Nalati ,Rodrigo Cavaca ,1
7703,Otavio Nalati ,Rodrigo Ribeiro ,1
7704,Otavio Sousa ,AJ Agazarm ,3
7705,Otavio Sousa ,Adriano Ferreira Araújo Silva ,1
7706,Otavio Sousa ,Alexander Trans ,1
7707,Otavio Sousa ,Alexandre Jesus ,1
7708,Otavio Sousa ,Andris Brunovski ,1
7709,Otavio Sousa ,Brent Primus ,1
7710,Otavio Sousa ,Brian Beaury ,1
7711,Otavio Sousa ,Caio Almeida ,1
7712,Otavio Sousa ,Casey Ryan ,1
7713,Otavio Sousa ,Clark Gracie ,1
7714,Otavio Sousa ,Claudio Calasans ,4
7715,Otavio Sousa ,Davi Ramos ,1
7716,Otavio Sousa ,Dillon Danis,1
7717,Otavio Sousa ,Dustin Akbari ,1
7718,Otavio Sousa ,Evandro Nunes ,1
7719,Otavio Sousa ,Fabricio Barbarotti ,1
7720,Otavio Sousa ,Felipe Fogolin ,1
7721,Otavio Sousa ,Felipe Silva ,2
7722,Otavio Sousa ,Francisco 'Sinistro' Iturralde ,1
7723,Otavio Sousa ,Gabriel Almeida,1
7724,Otavio Sousa ,Gabriel Arges ,1
7725,Otavio Sousa ,Gabriel Procopio da Fonseca ,1
7726,Otavio Sousa ,Hugo Marques ,1
7727,Otavio Sousa ,Isaque Bahiense,1
7728,Otavio Sousa ,Jaime Canuto ,5
7729,Otavio Sousa ,Joe Watson ,1
7730,Otavio Sousa ,Jon Satava ,1
7731,Otavio Sousa ,Kevin Mahecha ,1
7732,Otavio Sousa ,Kit Dale ,1
7733,Otavio Sousa ,Lachlan Giles,1
7734,Otavio Sousa ,Luan Carvalho ,2
7735,Otavio Sousa ,Lucas Leite ,2
7736,Otavio Sousa ,Mansher Khera ,2
7737,Otavio Sousa ,Manuel Ribamar,1
7738,Otavio Sousa ,Marcello Salazar ,1
7739,Otavio Sousa ,Marcelo Mafra ,1
7740,Otavio Sousa ,Marcos Tinoco ,2
7741,Otavio Sousa ,Matheus Diniz,2
7742,Otavio Sousa ,Matheus Luna ,1
7743,Otavio Sousa ,Matt Jubara ,1
7744,Otavio Sousa ,Michael Liera Jr. ,1
7745,Otavio Sousa ,Nathan Mendelsohn ,2
7746,Otavio Sousa ,Rafael Vasconcelos ,1
7747,Otavio Sousa ,Rodrigo Caporal ,1
7748,Otavio Sousa ,Rubens 'Cobrinha' Charles ,1
7749,Otavio Sousa ,Santeri Lilius ,1
7750,Otavio Sousa ,Sergio Rios ,2
7751,Otavio Sousa ,Stephen Hargett ,1
7752,Otavio Sousa ,Thiago Sa ,1
7753,Otavio Sousa ,Tom Gallicchio ,1
7754,Otavio Sousa ,Vagner Rocha,1
7755,Otavio Sousa ,Victor Silverio ,2
7756,Otavio Sousa ,Vitor Oliveira ,5
7757,Otavio Sousa ,Waldyr Filho ,1
7758,Otavio Sousa ,Yago de Souza ,1
7759,Otavio Sousa ,Youngam Noh ,2
7760,PJ Barch,AJ Agazarm ,1
7761,PJ Barch,Alan Sanchez ,3
7762,PJ Barch,Bill Watts ,1
7763,PJ Barch,Bobby Emmons ,1
7764,PJ Barch,Caleb Mcallister ,1
7765,PJ Barch,Dante Leon,1
7766,PJ Barch,Dante Muschamp ,1
7767,PJ Barch,David Garmo,1
7768,PJ Barch,Issa Able ,1
7769,PJ Barch,Italo Moura ,1
7770,PJ Barch,JT Torres ,1
7771,PJ Barch,Jason Rau ,2
7772,PJ Barch,Jason Soares ,1
7773,PJ Barch,Jason Youseph ,1
7774,PJ Barch,John Combs,1
7775,PJ Barch,Johnny Tama,1
7776,PJ Barch,Joshua Bacallao ,1
7777,PJ Barch,Khalil Fadlallah ,1
7778,PJ Barch,Lucas Valente ,1
7779,PJ Barch,Marcel Goncalves ,1
7780,PJ Barch,Marcin Held ,1
7781,PJ Barch,Mike Davila ,1
7782,PJ Barch,Mike Main ,1
7783,PJ Barch,Mikey Rolls ,1
7784,PJ Barch,Oliver Taza,1
7785,PJ Barch,Pete Shoemaker ,1
7786,PJ Barch,Pierre-Olivier Leclerc ,2
7787,PJ Barch,Steven Ramos ,1
7788,PJ Barch,Tommy Langaker ,1
7789,PJ Barch,Travis Baumgardner ,1
7790,PJ Barch,Victor Silverio ,1
7791,PJ Barch,Werther Marciales ,2
7792,PJ Barch,William Tackett,1
7793,Pablo Lavaselli ,Aaron Harris ,1
7794,Pablo Lavaselli ,Adriano Ferreira Araújo Silva ,1
7795,Pablo Lavaselli ,Alef Brito ,2
7796,Pablo Lavaselli ,Alejandro Carreras ,1
7797,Pablo Lavaselli ,Alexandre Molinaro ,1
7798,Pablo Lavaselli ,André Luiz Cantanhede ,1
7799,Pablo Lavaselli ,Christopher Hargett ,1
7800,Pablo Lavaselli ,Clay Mayfield ,1
7801,Pablo Lavaselli ,Danilo Moreira ,1
7802,Pablo Lavaselli ,Diego Ramalho ,1
7803,Pablo Lavaselli ,Dylan Whyte ,1
7804,Pablo Lavaselli ,Espen Mathiesen ,1
7805,Pablo Lavaselli ,Fabricio Barbarotti ,3
7806,Pablo Lavaselli ,Felipe Pimentel ,1
7807,Pablo Lavaselli ,Francisco 'Sinistro' Iturralde ,1
7808,Pablo Lavaselli ,Gianni Grippo,1
7809,Pablo Lavaselli ,Gilson Nunes ,1
7810,Pablo Lavaselli ,Guilherme Rocha ,1
7811,Pablo Lavaselli ,Isreal Almeida ,1
7812,Pablo Lavaselli ,Jason Hayden ,1
7813,Pablo Lavaselli ,Johnny Tama,1
7814,Pablo Lavaselli ,Kevin Cuervo ,1
7815,Pablo Lavaselli ,Leon Larman ,1
7816,Pablo Lavaselli ,Leonardo Silva ,1
7817,Pablo Lavaselli ,Michael Liera Jr. ,1
7818,Pablo Lavaselli ,Osvaldo Queixinho Moizinho ,1
7819,Pablo Lavaselli ,Rehan Mutalib ,1
7820,Pablo Lavaselli ,Ricky Semiglia ,1
7821,Pablo Lavaselli ,Rodrigo Freitas ,1
7822,Pablo Lavaselli ,Vitor Oliveira ,1
7823,Pablo Lavaselli ,Ygor Rodrigues ,1
7824,Pablo Mantovani ,Adam Benayoun ,1
7825,Pablo Mantovani ,Andre Pontes ,1
7826,Pablo Mantovani ,Augusto 'Tanquinho' Mendes ,1
7827,Pablo Mantovani ,Brandon Walensky ,1
7828,Pablo Mantovani ,Cole Franson,2
7829,Pablo Mantovani ,Erno Andreas Elgland ,1
7830,Pablo Mantovani ,Gabriel Marangoni ,1
7831,Pablo Mantovani ,Gianni Grippo,1
7832,Pablo Mantovani ,Juan Manuel Calderon ,1
7833,Pablo Mantovani ,Ram Ananda ,1
7834,Pablo Mantovani ,Rene Lopez ,1
7835,Pablo Mantovani ,Samir Chantre ,1
7836,Pablo Mantovani ,Takuto Kako ,1
7837,Pablo Mantovani ,Thomas Halpin ,1
7838,Pablo Popovitch ,Adam Wardzinski,1
7839,Pablo Popovitch ,Andre Galvao,1
7840,Pablo Popovitch ,Caio Terra,1
7841,Pablo Popovitch ,Ezra Lenon ,1
7842,Pablo Popovitch ,Gregor Gracie ,1
7843,Pablo Popovitch ,Gustavo Batista ,1
7844,Pablo Popovitch ,Jake Shields ,1
7845,Pablo Popovitch ,Janne-Pekka Pietiläinen ,1
7846,Pablo Popovitch ,Lucas Lepri ,2
7847,Pablo Popovitch ,Marcelo Garcia ,1
7848,Pablo Popovitch ,Murilo Santana ,1
7849,Pablo Popovitch ,Rafael Lovato Jr.,1
7850,Pablo Popovitch ,Romulo Barral ,1
7851,Pablo Popovitch ,Sergio Moraes ,1
7852,Pablo Popovitch ,Victor Estima ,1
7853,Paige Ivette ,Brianne Robertson ,1
7854,Paige Ivette ,Pamela Boveda ,1
7855,Pamela Boveda ,Bruna Burns ,1
7856,Pamela Boveda ,Myriam Zitouni ,1
7857,Pati Fontes,Chelsea Bainbridge-Donner ,1
7858,Pati Fontes,Chisaki Akiyama ,1
7859,Pati Fontes,Fiona Watson ,1
7860,Pati Fontes,Gabby Romero ,1
7861,Pati Fontes,Jessa Khan,1
7862,Pati Fontes,Kristina Barlaan ,1
7863,Pati Fontes,Livia Giles ,2
7864,Patrick Donabedian ,Daniel O'brien ,1
7865,Patrick Gaudio ,"Aaron ""Tex"" Johnson",1
7866,Patrick Gaudio ,Arya Esfandmaz ,1
7867,Patrick Gaudio ,Bruno Lima ,1
7868,Patrick Gaudio ,Claudio Calasans ,1
7869,Patrick Gaudio ,Devhonte Johnson ,1
7870,Patrick Gaudio ,Diego Ramalho ,1
7871,Patrick Gaudio ,Dimitrius Souza ,1
7872,Patrick Gaudio ,Edwin Najmi ,1
7873,Patrick Gaudio ,Enrique Galarza ,1
7874,Patrick Gaudio ,Erberth Santos ,1
7875,Patrick Gaudio ,Evandro Nunes ,1
7876,Patrick Gaudio ,Felipe Mauricio ,1
7877,Patrick Gaudio ,Fellipe Andrew,1
7878,Patrick Gaudio ,Fellipe Trovo,1
7879,Patrick Gaudio ,Guilherme Wander Lambertucci de Andrade ,2
7880,Patrick Gaudio ,Gustavo Batista ,1
7881,Patrick Gaudio ,Gutemberg Pereira,1
7882,Patrick Gaudio ,Haisam Rida,1
7883,Patrick Gaudio ,Jackson Sousa ,1
7884,Patrick Gaudio ,Jaime Canuto ,1
7885,Patrick Gaudio ,Josh Hinger ,1
7886,Patrick Gaudio ,Joshua Bacallao ,1
7887,Patrick Gaudio ,Keenan Cornelius,1
7888,Patrick Gaudio ,"Lucas ""Hulk"" Barbosa",2
7889,Patrick Gaudio ,Lucas Rocha ,1
7890,Patrick Gaudio ,Matheus Spirandeli ,2
7891,Patrick Gaudio ,Nathan Mendelsohn ,1
7892,Patrick Gaudio ,Nick Schrock ,1
7893,Patrick Gaudio ,Philippe Pomaski ,1
7894,Patrick Gaudio ,Rafael Vasconcelos ,2
7895,Patrick Gaudio ,Renato Cardoso ,4
7896,Patrick Gaudio ,Roberto Dib Frias ,1
7897,Patrick Gaudio ,Romulo Barral ,1
7898,Patrick Gaudio ,Ruan Oliveira ,1
7899,Patrick Gaudio ,Steve Patterson ,1
7900,Patrick Gaudio ,Tarsis Humphreys ,2
7901,Patrick Gaudio ,Thiago Sa ,2
7902,Patrick Gaudio ,Thomas Bracher ,1
7903,Patrick Gaudio ,Tim Spriggs,2
7904,Patrick Gaudio ,Victor Hugo,1
7905,Paul Ardila-Ibarra ,Diego Ramalho ,1
7906,Paul Ardila-Ibarra ,Elder Cruz,1
7907,Paul Ardila-Ibarra ,Mario Gonzalez ,1
7908,Paul Ardila-Ibarra ,Nick Schrock ,2
7909,Paul Ardila-Ibarra ,Roberto Alencar ,1
7910,Paul Ardila-Ibarra ,"Vinicius ""Trator"" Ferreira",1
7911,Paulo Azambuja ,Camron Couch ,1
7912,Paulo Azambuja ,Lincoln Pereira ,1
7913,Paulo Brasil Da Silva ,Mansur Makhmakhanov ,1
7914,Paulo Brasil Da Silva ,Roosevelt Sousa ,1
7915,Paulo Filho ,Alex Ecklin ,1
7916,Paulo Gabriel ,"Aaron ""Tex"" Johnson",1
7917,Paulo Gabriel ,Alexandre Molinaro ,1
7918,Paulo Gabriel ,Brian Beaury ,1
7919,Paulo Gabriel ,Dustin Akbari ,1
7920,Paulo Gabriel ,Gesias JZ Cavalcante ,1
7921,Paulo Gabriel ,Gilson Nunes ,1
7922,Paulo Gabriel ,Issa Able ,1
7923,Paulo Gabriel ,Johnny Tama,1
7924,Paulo Gabriel ,Kauan Barboza ,1
7925,Paulo Gabriel ,Leonardo Domingos Costa Benedito ,1
7926,Paulo Gabriel ,Michael Trasso ,1
7927,Paulo Gabriel ,Rafael Mansur ,1
7928,Paulo Gabriel ,Rodrigo Freitas ,1
7929,Paulo Gabriel ,Rolando Samson ,1
7930,Paulo Gabriel ,Thiago Gaia ,1
7931,Paulo Gabriel ,Will Durkee ,1
7932,"Paulo Jose ""Paulinho Barauna"" Pinto ",Adam Wardzinski,1
7933,"Paulo Jose ""Paulinho Barauna"" Pinto ",Matheus Godoy ,1
7934,Paulo Miyao,Abdullah Nabas ,1
7935,Paulo Miyao,Adam Benayoun ,1
7936,Paulo Miyao,Alejandro Carreras ,1
7937,Paulo Miyao,Aleksander Jablonski ,1
7938,Paulo Miyao,Alexandre Molinaro ,1
7939,Paulo Miyao,Alexssandro Sodre,1
7940,Paulo Miyao,Ali Monfaradi ,1
7941,Paulo Miyao,Andre Monteiro ,1
7942,Paulo Miyao,Ary Farias ,1
7943,Paulo Miyao,Augusto 'Tanquinho' Mendes ,2
7944,Paulo Miyao,Brian Mahecha ,2
7945,Paulo Miyao,Bruno Frazatto ,2
7946,Paulo Miyao,Carlos Alberto Da Silva ,1
7947,Paulo Miyao,Carlos Alberto Oliveira da Silva ,1
7948,Paulo Miyao,Cole Franson,1
7949,Paulo Miyao,Daniel Santana ,1
7950,Paulo Miyao,Edson Antonio de Oliveira Filho ,1
7951,Paulo Miyao,Emilio Hernandez ,1
7952,Paulo Miyao,Erick Raposo ,1
7953,Paulo Miyao,Fabio Caloi ,2
7954,Paulo Miyao,Felipe Silva ,1
7955,Paulo Miyao,Frank Rosenthal ,1
7956,Paulo Miyao,Gabriel Marangoni ,2
7957,Paulo Miyao,Geo Martinez,2
7958,Paulo Miyao,Gianni Grippo,4
7959,Paulo Miyao,Helton Silva Junior ,1
7960,Paulo Miyao,Hiago George,1
7961,Paulo Miyao,Inseong Jang ,1
7962,Paulo Miyao,Isaac Doederlein,8
7963,Paulo Miyao,Isaque Paiva ,6
7964,Paulo Miyao,Jan Basso ,2
7965,Paulo Miyao,Janus Andrejczuk ,1
7966,Paulo Miyao,Joao Goncalves Neto ,2
7967,Paulo Miyao,Jon Van Buren ,1
7968,Paulo Miyao,Jordan Gomez ,1
7969,Paulo Miyao,Jorge Nakamura ,1
7970,Paulo Miyao,Kamil Wilk ,1
7971,Paulo Miyao,Kenta Iwamoto ,1
7972,Paulo Miyao,Kim Terra ,3
7973,Paulo Miyao,Koji Shibamoto ,1
7974,Paulo Miyao,Leo Saggioro ,5
7975,Paulo Miyao,Lucas Pinheiro ,1
7976,Paulo Miyao,Manuel Diaz ,1
7977,Paulo Miyao,Masahiro Iwasaki ,1
7978,Paulo Miyao,Matheus Gabriel,1
7979,Paulo Miyao,Max Campos ,1
7980,Paulo Miyao,Mehdi Allaoui ,1
7981,Paulo Miyao,Murilo Amaral ,1
7982,Paulo Miyao,Nicky Ryan,2
7983,Paulo Miyao,Nicollas Welker ,1
7984,Paulo Miyao,Osvaldo Queixinho Moizinho ,4
7985,Paulo Miyao,Pablo Mantovani ,4
7986,Paulo Miyao,Rafael Formiga Barbosa ,2
7987,Paulo Miyao,Raphael Cadena ,1
7988,Paulo Miyao,Renato Cardoso ,1
7989,Paulo Miyao,Rene Lopez ,2
7990,Paulo Miyao,Richard Alarcon ,1
7991,Paulo Miyao,Rodrigo Cardoso ,2
7992,Paulo Miyao,Samir Chantre ,4
7993,Paulo Miyao,Silvio Duran ,1
7994,Paulo Miyao,Steve Patterson ,1
7995,Paulo Miyao,Takuto Kako ,1
7996,Paulo Miyao,Thalison Soares ,1
7997,Paulo Miyao,Thiago Abud ,1
7998,Paulo Miyao,Thiago Macedo ,4
7999,Paulo Miyao,Thomas Halpin ,1
8000,Paulo Miyao,Tiago Bravo ,5
8001,Paulo Miyao,Tom Barlow ,1
8002,Paulo Miyao,Travis Stevens ,1
8003,Paulo Miyao,Tye Ruotolo,1
8004,Paulo Miyao,Urijah Faber ,1
8005,Paulo Miyao,Victor Otoniel Moraes ,2
8006,Paulo Miyao,Vitor Paschoal ,2
8007,Paulo Miyao,Wanki Chae ,1
8008,Paulo Miyao,Willis Nunes ,1
8009,Paulo Miyao,Wilson Reis ,1
8010,Paulo Miyao,Windson Ramos da Silva ,1
8011,Paulo Miyao,Yijad Moussa ,1
8012,Paulo Silva ,Baret Yoshida ,1
8013,Pawel Kozlowski ,Amirhossein Khademian ,1
8014,"Pedro Alex ""Bom Bom"" ",Clay Mayfield ,1
8015,"Pedro Alex ""Bom Bom"" ",Igor Schneider ,3
8016,"Pedro Alex ""Bom Bom"" ",Lucas Protasio ,1
8017,"Pedro Alex ""Bom Bom"" ",Marcus Vinicius ,1
8018,Pedro Bessa ,Kenji Sette ,1
8019,Pedro Clementino ,Alexis Alduncin ,1
8020,Pedro Clementino ,Danilo Moreira ,1
8021,Pedro Clementino ,Gabriel Frenhan ,1
8022,Pedro Clementino ,Guilherme Carvalho ,1
8023,Pedro Clementino ,Hideyuki Yamada ,1
8024,Pedro Clementino ,Isa Karasanov ,1
8025,Pedro Clementino ,Isaque Paiva ,1
8026,Pedro Clementino ,Jorge Nakamura ,1
8027,Pedro Clementino ,Matheus Magalhaes ,1
8028,Pedro Clementino ,Rene Lopez ,1
8029,Pedro Clementino ,Willian Melo de Oliveira ,1
8030,Pedro Clementino ,Yuta Shimada ,1
8031,Pedro Dias ,Anthony Guy De Oliveira ,1
8032,Pedro Dias ,Bebeto Oliveira ,1
8033,Pedro Dias ,Edward Hohl ,1
8034,Pedro Dias ,Emilio Hernandez ,2
8035,Pedro Dias ,Lucas Pinheiro ,2
8036,Pedro Dias ,Luis Felipe Ninja Pinto ,1
8037,Pedro Dias ,Nobushiro Sawada ,1
8038,Pedro Dias ,Suraj Budhram ,1
8039,Pedro Dias ,Taniel de Jesus ,1
8040,Pedro Dias ,Vinny Saenz ,1
8041,Pedro Elias ,Gabriel Henrique Oliveira ,1
8042,Pedro Elias ,Helton Silva Junior ,1
8043,Pedro Elias ,Horlando Monteiro ,1
8044,Pedro Elias ,Jackson Sousa ,1
8045,Pedro Marinho,Adam Bradley ,1
8046,Pedro Marinho,Adam Wardzinski,2
8047,Pedro Marinho,Andre Porfirio ,3
8048,Pedro Marinho,Andy Varela ,1
8049,Pedro Marinho,Austin Oranday ,1
8050,Pedro Marinho,Brian Giorgio ,1
8051,Pedro Marinho,Bruno Lima ,1
8052,Pedro Marinho,Carlos Diaz ,1
8053,Pedro Marinho,Craig Jones,1
8054,Pedro Marinho,Davi Ramos ,1
8055,Pedro Marinho,David Garmo,1
8056,Pedro Marinho,Diego Ramalho ,1
8057,Pedro Marinho,Francisco Cuneo ,1
8058,Pedro Marinho,Gabriel Almeida,3
8059,Pedro Marinho,Giancarlo Bodoni ,2
8060,Pedro Marinho,Guilherme Cordeiro ,1
8061,Pedro Marinho,Guthierry Barbosa ,2
8062,Pedro Marinho,Jaime Canuto ,1
8063,Pedro Marinho,Jake Watson ,1
8064,Pedro Marinho,Jason Rau ,1
8065,Pedro Marinho,Javier Cardenas ,1
8066,Pedro Marinho,Jay Rodriguez ,1
8067,Pedro Marinho,Joao Gabriel Matos ,1
8068,Pedro Marinho,Johnny Tama,1
8069,Pedro Marinho,Luke Elders ,1
8070,Pedro Marinho,Matheus Luna ,1
8071,Pedro Marinho,Michael Crisp ,1
8072,Pedro Marinho,Michael Salazar ,1
8073,Pedro Marinho,Nathan Mendelsohn ,1
8074,Pedro Marinho,Nick Ronan ,1
8075,Pedro Marinho,Oliver Taza,1
8076,Pedro Marinho,Pat Downey ,1
8077,Pedro Marinho,Rafael Vasconcelos ,1
8078,Pedro Marinho,"Roberto ""Cyborg"" Abreu",1
8079,Pedro Marinho,Roberto Jimenez,5
8080,Pedro Marinho,Ryan Aitken ,1
8081,Pedro Marinho,Vagner Rocha,1
8082,Pedro Marinho,Vicente Fernando Heresi Abarca ,1
8083,Pedro Marinho,Victor Hugo,1
8084,Pedro Marinho,"Vinicius ""Trator"" Ferreira",1
8085,Pedro Marinho,William Tackett,1
8086,Pedro Marinho,Yuri Santos ,1
8087,Pedro Palhares ,Athos Miranda ,1
8088,Pedro Palhares ,Breno Bittencourt ,2
8089,Pedro Palhares ,Charles McGuire ,1
8090,Pedro Palhares ,Felipe Silva ,1
8091,Pedro Palhares ,Gregor Gracie ,2
8092,Pedro Palhares ,Italo De Azevedo ,1
8093,Pedro Palhares ,Jarrod Anderson ,1
8094,Pedro Palhares ,Matthew Rice ,1
8095,Pedro Palhares ,Nathan dos Santos ,1
8096,Pedro Palhares ,Rehan Mutalib ,1
8097,Pedro Palhares ,Samir Chantre ,1
8098,Pedro Palhares ,Saul Viayra ,1
8099,Pedro Palhares ,Sebastian Brosche ,1
8100,Pedro Palhares ,Vinicius Garcia ,1
8101,Pedro Ramalho ,Alexandre Jesus ,1
8102,Pedro Ramalho ,Bruno Borges ,2
8103,Pedro Ramalho ,Cedric Akakpovi ,1
8104,Pedro Ramalho ,Diego Ramalho ,2
8105,Pedro Ramalho ,Hugo Marques ,1
8106,Pedro Ramalho ,Leonardo Lara ,1
8107,Pedro Ramalho ,Martin Aedma ,1
8108,Pedro Ramalho ,Yan Lucas ,1
8109,Pedro Rocha ,Avery Brooks ,1
8110,Pedro Rocha ,Burak Sarman ,1
8111,Pedro Rocha ,Elder Cruz,1
8112,Pedro Rocha ,Enrique March ,2
8113,Pedro Rocha ,Fellipe Trovo,1
8114,Pedro Rocha ,Francisco 'Sinistro' Iturralde ,1
8115,Pedro Rocha ,Gustavo Batista ,2
8116,Pedro Rocha ,Hunter Newton ,1
8117,Pedro Rocha ,Juan Cleber ,1
8118,Pedro Rocha ,Oliver Taza,1
8119,Pedro Rocha ,Orlando Castillo ,1
8120,Pedro Rocha ,Ron Henderson ,1
8121,Pedro Rocha ,Thiago Saldanha ,1
8122,Pedro Rocha ,Tony Tipton ,1
8123,Pedro Rocha ,Vinicius Garcia ,1
8124,Pedro Serrano ,Damon Morgan ,1
8125,Pedro Serrano ,Emilio Hernandez ,1
8126,Pedro Serrano ,Estevan Martinez ,1
8127,Pedro Serrano ,Pedro Dias ,1
8128,Pedro Serrano ,Ram Ananda ,1
8129,Pedro Serrano ,Rodrigo Cardoso ,1
8130,Pedro Veras ,Jeremy Jackson ,1
8131,Pedro Veras ,Rodrigo Lopes ,1
8132,Pedro Veras ,Samir Chantre ,1
8133,Perez Figueroa ,Jimmy Santiago ,1
8134,Perttu Tepponen ,Bradley Hill ,1
8135,Perttu Tepponen ,Hygor Brito ,1
8136,Perttu Tepponen ,Marek Pawel Zbrog ,1
8137,Perttu Tepponen ,Mikko Veijonen ,1
8138,Perttu Tepponen ,Renato Tagliari ,1
8139,Pete Shoemaker ,Jason Youseph ,1
8140,Pete Shoemaker ,Mike Sanchez ,1
8141,Philip Miller ,Deilson Pimenta ,1
8142,Philippe Pomaski ,Abdulbari Guseinov ,1
8143,Philippe Pomaski ,Bruno Lima ,1
8144,Philippe Pomaski ,Matheus Godoy ,1
8145,Philippe Pomaski ,Max Bickerton ,1
8146,Philippe Pomaski ,Murilo Santana ,1
8147,Philippe Pomaski ,Rodrigo Caporal ,1
8148,Pierre-Olivier Leclerc ,Aaron Wilson ,1
8149,Pierre-Olivier Leclerc ,Daniel Maira ,1
8150,Pierre-Olivier Leclerc ,Mathias Luna ,1
8151,Piter Frank ,Alef Brito ,1
